diff_h_l_0;diff_o_c_0;diff_h_o_0;diff_c_l_0;vol_total_0;vol_buy_0;vol_sell_0;vol_other_0;nb_tick_total_0;nb_tick_buy_0;nb_tick_sell_0;nb_tick_other_0;nb_price_changed_0;nb_tick_buy_vol_eq_1;nb_tick_sell_vol_eq_1;nb_tick_other_vol_eq_1;nb_tick_buy_vol_2_5;nb_tick_sell_vol_2_5;nb_tick_other_vol_2_5diff_open_low_m1;nb_tick_other_vol_2_5;diff_open_low_m1
4.75;0.5;1.25;3.0;9974.0;4004.0;4999.0;1053.0;5297.0;2097.0;2660.0;578.0;574.0;1305.0;1676.0;362.0;668.0;848.0;;190.0;0.75
6.0;5.25;0.0;0.75;10145.0;3137.0;5728.0;1329.0;5545.0;1581.0;3347.0;643.0;606.0;901.0;2242.0;349.0;606.0;1015.0;;258.0;0.75
6.25;4.75;1.25;0.25;8411.0;2444.0;4862.0;1161.0;4969.0;1406.0;2902.0;694.0;575.0;849.0;2061.0;464.0;527.0;782.0;;215.0;1.5
3.0;1.0;1.5;0.5;5644.0;2252.0;2587.0;845.0;3451.0;1405.0;1564.0;511.0;448.0;953.0;1060.0;318.0;427.0;479.0;;184.0;0.25
2.5;2.0;0.0;0.5;3226.0;712.0;1891.0;630.0;1630.0;452.0;907.0;275.0;165.0;318.0;615.0;147.0;124.0;260.0;;110.0;0.0
4.25;2.0;0.5;1.75;6414.0;1730.0;3931.0;777.0;3301.0;891.0;2090.0;333.0;278.0;507.0;1329.0;172.0;337.0;691.0;;134.0;0.0
2.5;2.25;0.0;0.25;3036.0;1009.0;1563.0;467.0;1738.0;596.0;901.0;244.0;188.0;387.0;617.0;143.0;194.0;261.0;;87.0;0.5
4.25;3.75;0.0;0.5;7135.0;2334.0;4110.0;744.0;3783.0;1135.0;2308.0;362.0;452.0;642.0;1557.0;200.0;418.0;666.0;;141.0;0.0
2.0;0.5;1.0;0.5;4057.0;1654.0;1842.0;582.0;2061.0;812.0;960.0;297.0;221.0;471.0;570.0;153.0;296.0;344.0;;132.0;0.25
3.0;0.5;0.75;1.75;4815.0;1608.0;2665.0;553.0;2709.0;819.0;1583.0;314.0;298.0;512.0;1044.0;186.0;255.0;503.0;;119.0;1.25
3.0;2.25;0.25;0.5;5308.0;1757.0;2826.0;761.0;2918.0;939.0;1605.0;392.0;273.0;553.0;1042.0;240.0;349.0;513.0;;132.0;0.25
2.0;1.5;0.5;0.0;3165.0;944.0;1804.0;442.0;1688.0;464.0;993.0;242.0;120.0;272.0;639.0;140.0;165.0;311.0;;93.0;1.25
2.0;1.75;0.25;0.0;3680.0;1197.0;2126.0;371.0;2020.0;612.0;1232.0;182.0;240.0;356.0;824.0;91.0;226.0;367.0;;80.0;0.25
1.5;0.25;1.0;0.25;2295.0;818.0;1156.0;338.0;1258.0;458.0;618.0;191.0;156.0;286.0;373.0;105.0;152.0;215.0;;79.0;0.75
3.0;0.75;2.0;0.25;3501.0;1401.0;1770.0;342.0;1899.0;739.0;976.0;188.0;185.0;456.0;635.0;110.0;240.0;298.0;;70.0;0.5
1.25;0.75;0.5;0.0;3234.0;1351.0;1465.0;428.0;1406.0;543.0;677.0;191.0;149.0;265.0;388.0;95.0;206.0;228.0;;76.0;0.75
1.25;0.25;0.75;0.25;2634.0;942.0;1382.0;350.0;1336.0;511.0;685.0;155.0;129.0;303.0;420.0;72.0;182.0;214.0;;73.0;2.25
2.75;2.5;0.25;0.0;3917.0;1382.0;2124.0;424.0;2009.0;649.0;1158.0;206.0;239.0;373.0;758.0;128.0;224.0;333.0;;63.0;0.0
2.5;2.0;0.25;0.25;2438.0;736.0;1399.0;307.0;1287.0;366.0;766.0;158.0;141.0;225.0;497.0;85.0;109.0;234.0;;64.0;0.25
6.0;4.75;0.5;0.75;4204.0;1129.0;1039.0;2049.0;2897.0;688.0;794.0;1427.0;357.0;579.0;699.0;1312.0;104.0;93.0;;107.0;0.25
6.0;3.75;0.25;2.0;2720.0;523.0;823.0;1378.0;2274.0;416.0;648.0;1214.0;283.0;384.0;567.0;1144.0;30.0;79.0;;69.0;0.25
8.0;5.25;0.25;2.5;5057.0;1409.0;1720.0;1954.0;3472.0;872.0;1163.0;1459.0;427.0;759.0;998.0;1344.0;109.0;152.0;;104.0;6.75
7.75;5.0;0.5;2.25;4160.0;851.0;1529.0;1786.0;2792.0;616.0;954.0;1228.0;333.0;535.0;819.0;1094.0;81.0;126.0;;127.0;0.5
10.0;4.75;0.25;5.0;4368.0;1146.0;1561.0;1668.0;3294.0;886.0;1019.0;1396.0;432.0;791.0;907.0;1310.0;94.0;97.0;;81.0;1.25
12.5;7.75;0.75;4.0;4596.0;906.0;1342.0;2353.0;3665.0;709.0;1115.0;1846.0;477.0;629.0;993.0;1708.0;76.0;120.0;;124.0;9.0
12.5;8.75;3.0;0.75;3706.0;805.0;1139.0;1763.0;3227.0;690.0;950.0;1588.0;460.0;632.0;840.0;1496.0;56.0;107.0;;91.0;0.25
10.0;9.5;0.0;0.5;3439.0;690.0;1318.0;1443.0;2854.0;568.0;1066.0;1231.0;361.0;516.0;938.0;1132.0;51.0;126.0;;99.0;3.75
5.5;4.0;0.5;1.0;2610.0;499.0;840.0;1278.0;2287.0;436.0;714.0;1144.0;289.0;402.0;652.0;1080.0;33.0;60.0;;58.0;4.75
5.0;3.5;0.0;1.5;2508.0;567.0;742.0;1207.0;2212.0;485.0;639.0;1096.0;272.0;443.0;580.0;1039.0;41.0;58.0;;57.0;0.0
10.25;6.25;2.5;1.5;4049.0;877.0;1292.0;1894.0;3022.0;625.0;954.0;1457.0;381.0;553.0;811.0;1318.0;67.0;136.0;;120.0;1.0
10.5;9.5;0.0;1.0;3062.0;609.0;1003.0;1462.0;2320.0;443.0;751.0;1138.0;283.0;389.0;656.0;1032.0;53.0;91.0;;101.0;1.75
7.5;6.25;0.75;0.5;3278.0;751.0;1034.0;1509.0;2605.0;604.0;775.0;1242.0;297.0;544.0;677.0;1139.0;59.0;96.0;;92.0;0.75
5.25;3.5;0.25;1.5;2801.0;502.0;754.0;1552.0;2409.0;430.0;630.0;1356.0;246.0;389.0;559.0;1243.0;41.0;71.0;;113.0;1.75
8.75;6.75;0.75;1.25;3466.0;715.0;1206.0;1567.0;2677.0;536.0;898.0;1265.0;341.0;454.0;742.0;1119.0;79.0;153.0;;142.0;1.25
5.5;3.75;1.0;0.75;1903.0;316.0;672.0;924.0;1633.0;279.0;532.0;831.0;196.0;258.0;477.0;773.0;21.0;52.0;;58.0;0.25
7.5;6.0;0.5;1.0;2190.0;297.0;750.0;1152.0;1837.0;256.0;556.0;1034.0;198.0;236.0;473.0;980.0;20.0;76.0;;52.0;0.5
3.0;2.0;0.5;0.5;992.0;135.0;285.0;575.0;877.0;117.0;252.0;511.0;89.0;107.0;232.0;476.0;10.0;19.0;;35.0;0.5
3.75;2.25;0.25;1.25;1411.0;240.0;542.0;634.0;1246.0;206.0;473.0;572.0;151.0;191.0;429.0;543.0;14.0;44.0;;28.0;0.0
5.0;2.5;0.5;2.0;1944.0;319.0;614.0;1016.0;1677.0;261.0;477.0;944.0;165.0;236.0;427.0;910.0;23.0;45.0;;33.0;4.5
5.5;4.0;0.5;1.0;1755.0;251.0;556.0;954.0;1490.0;196.0;411.0;887.0;152.0;177.0;351.0;853.0;18.0;58.0;;34.0;1.75
3.25;3.0;0.0;0.25;1216.0;99.0;254.0;865.0;856.0;78.0;202.0;578.0;70.0;69.0;178.0;449.0;8.0;22.0;;113.0;3.0
3.0;0.5;0.25;2.25;1241.0;220.0;373.0;653.0;1033.0;178.0;283.0;577.0;99.0;150.0;252.0;514.0;28.0;30.0;;63.0;0.5
3.25;2.75;0.5;0.0;641.0;78.0;250.0;314.0;572.0;73.0;199.0;301.0;63.0;70.0;173.0;293.0;3.0;24.0;;8.0;0.25
5.0;4.0;0.0;1.0;1519.0;271.0;714.0;543.0;1217.0;232.0;487.0;507.0;152.0;209.0;391.0;487.0;23.0;89.0;;20.0;2.5
4.75;3.0;0.0;1.75;6811.0;2294.0;3499.0;1044.0;4375.0;1389.0;2364.0;639.0;591.0;849.0;1682.0;410.0;525.0;658.0;;217.0;4.5
5.25;3.5;0.75;1.0;6130.0;2052.0;3093.0;1006.0;3717.0;1227.0;1902.0;601.0;426.0;778.0;1200.0;363.0;435.0;684.0;;233.0;1.75
4.25;2.75;1.5;0.0;3964.0;1349.0;2010.0;617.0;2459.0;856.0;1261.0;348.0;318.0;583.0;813.0;210.0;262.0;433.0;;132.0;0.5
4.75;3.75;0.5;0.5;5150.0;1605.0;2764.0;806.0;3334.0;998.0;1859.0;491.0;418.0;644.0;1359.0;321.0;332.0;467.0;;155.0;0.75
5.5;3.5;1.5;0.5;5666.0;1614.0;3045.0;1036.0;3292.0;954.0;1785.0;571.0;334.0;585.0;1126.0;311.0;364.0;628.0;;252.0;0.5
3.5;2.25;1.0;0.25;5030.0;1616.0;2406.0;1050.0;2973.0;975.0;1456.0;566.0;336.0;627.0;978.0;309.0;334.0;452.0;;245.0;4.25
4.75;4.0;0.5;0.25;10426.0;3580.0;5513.0;1411.0;5719.0;1873.0;3183.0;697.0;597.0;1064.0;2103.0;383.0;720.0;979.0;;284.0;0.75
3.0;1.75;1.0;0.25;4970.0;1855.0;2298.0;848.0;2695.0;968.0;1307.0;435.0;227.0;523.0;835.0;243.0;422.0;443.0;;179.0;2.0
7.25;4.5;0.5;2.25;7322.0;2457.0;3934.0;977.0;4415.0;1350.0;2497.0;596.0;491.0;722.0;1731.0;370.0;583.0;709.0;;215.0;2.25
4.0;3.0;0.0;1.0;4778.0;1330.0;2962.0;537.0;2801.0;754.0;1754.0;319.0;333.0;435.0;1173.0;192.0;310.0;553.0;;125.0;0.5
2.75;1.75;0.5;0.5;3196.0;1142.0;1779.0;284.0;1908.0;648.0;1106.0;161.0;206.0;380.0;745.0;87.0;247.0;345.0;;73.0;0.0
3.25;2.0;0.25;1.0;7907.0;2747.0;3920.0;1297.0;3788.0;1177.0;2079.0;552.0;412.0;558.0;1261.0;261.0;517.0;718.0;;241.0;3.0
3.25;3.0;0.25;0.0;7690.0;2719.0;3807.0;1176.0;3188.0;1105.0;1664.0;423.0;382.0;469.0;852.0;123.0;545.0;680.0;;256.0;0.75
3.25;2.75;0.25;0.25;6073.0;1766.0;3501.0;829.0;2955.0;811.0;1815.0;338.0;315.0;356.0;1036.0;105.0;395.0;682.0;;198.0;2.75
4.0;2.0;1.5;0.5;6740.0;1916.0;3808.0;1075.0;3026.0;845.0;1809.0;387.0;296.0;399.0;977.0;129.0;374.0;714.0;;207.0;1.0
2.5;2.25;0.0;0.25;4318.0;1312.0;2241.0;779.0;2119.0;655.0;1118.0;350.0;245.0;350.0;642.0;171.0;272.0;421.0;;156.0;0.0
4.0;3.75;0.0;0.25;7613.0;2279.0;4476.0;872.0;3366.0;987.0;2020.0;364.0;346.0;455.0;1114.0;140.0;454.0;753.0;;195.0;0.75
4.0;2.5;0.0;1.5;5598.0;1705.0;3372.0;583.0;3121.0;813.0;2061.0;270.0;367.0;454.0;1378.0;144.0;297.0;635.0;;103.0;1.25
2.75;2.0;0.25;0.5;2776.0;801.0;1748.0;244.0;1547.0;412.0;1014.0;132.0;144.0;224.0;654.0;75.0;172.0;324.0;;52.0;0.25
3.5;2.25;1.25;0.0;3494.0;1321.0;1771.0;419.0;1725.0;589.0;911.0;235.0;191.0;309.0;518.0;152.0;237.0;353.0;;74.0;0.0
4.0;2.5;1.0;0.5;5321.0;1728.0;3136.0;497.0;2944.0;949.0;1742.0;273.0;291.0;566.0;1081.0;156.0;357.0;604.0;;111.0;3.25
3.25;2.5;0.0;0.75;5864.0;2107.0;3050.0;736.0;3277.0;1150.0;1769.0;372.0;368.0;674.0;1142.0;175.0;427.0;580.0;;181.0;1.0
2.25;1.75;0.0;0.5;3206.0;1229.0;1478.0;500.0;1680.0;667.0;768.0;246.0;155.0;396.0;473.0;138.0;239.0;256.0;;90.0;1.5
1.5;0.75;0.0;0.75;3940.0;1555.0;1960.0;471.0;2104.0;831.0;1045.0;246.0;236.0;486.0;601.0;133.0;307.0;395.0;;101.0;0.5
2.75;2.0;0.25;0.5;2875.0;840.0;1722.0;327.0;1681.0;499.0;987.0;204.0;196.0;324.0;588.0;118.0;163.0;370.0;;83.0;0.75
2.0;1.75;0.0;0.25;1989.0;642.0;1066.0;290.0;1192.0;379.0;642.0;176.0;122.0;239.0;412.0;107.0;133.0;214.0;;65.0;1.5
2.0;1.5;0.5;0.0;2451.0;919.0;1202.0;335.0;1380.0;503.0;700.0;180.0;170.0;304.0;437.0;101.0;175.0;245.0;;71.0;0.5
3.25;2.0;1.0;0.25;4763.0;1828.0;2244.0;717.0;3010.0;1119.0;1454.0;455.0;334.0;727.0;966.0;286.0;364.0;466.0;;159.0;1.0
8.25;7.75;0.0;0.5;11170.0;3577.0;6425.0;1255.0;6570.0;1952.0;3958.0;705.0;830.0;1130.0;2713.0;419.0;739.0;1159.0;;261.0;3.0
3.25;0.75;0.5;2.0;10084.0;4252.0;4584.0;1298.0;5625.0;2390.0;2567.0;698.0;708.0;1485.0;1565.0;403.0;826.0;921.0;;277.0;0.0
4.25;3.0;0.75;0.5;6030.0;2119.0;2926.0;1026.0;3563.0;1200.0;1784.0;603.0;370.0;753.0;1197.0;379.0;406.0;552.0;;207.0;3.0
3.75;2.25;0.75;0.75;6187.0;2056.0;3113.0;1028.0;3567.0;1194.0;1845.0;536.0;447.0;781.0;1205.0;313.0;371.0;595.0;;200.0;2.0
4.75;3.75;0.0;1.0;11267.0;3838.0;6296.0;1214.0;6255.0;2064.0;3545.0;688.0;717.0;1142.0;2156.0;395.0;868.0;1292.0;;276.0;0.75
4.25;3.25;0.0;1.0;7449.0;2539.0;4087.0;859.0;4038.0;1363.0;2287.0;409.0;549.0;813.0;1461.0;184.0;501.0;759.0;;214.0;0.25
2.25;1.5;0.75;0.0;1995.0;554.0;1085.0;369.0;1112.0;318.0;595.0;206.0;116.0;205.0;361.0;117.0;104.0;218.0;;83.0;3.0
3.25;2.75;0.5;0.0;5226.0;1584.0;3024.0;633.0;2900.0;845.0;1749.0;314.0;323.0;473.0;1148.0;159.0;345.0;550.0;;142.0;1.75
2.75;1.5;1.0;0.25;3999.0;1320.0;2128.0;566.0;2289.0;749.0;1267.0;280.0;273.0;463.0;833.0;155.0;268.0;412.0;;113.0;1.5
2.75;1.5;1.25;0.0;4743.0;1635.0;2480.0;648.0;2492.0;895.0;1279.0;329.0;285.0;535.0;722.0;177.0;328.0;501.0;;137.0;1.75
2.0;1.25;0.25;0.5;5964.0;2067.0;3183.0;741.0;2996.0;1068.0;1601.0;341.0;340.0;610.0;907.0;159.0;405.0;608.0;;163.0;1.75
2.75;1.75;0.75;0.25;4487.0;1588.0;2332.0;583.0;2300.0;834.0;1151.0;325.0;213.0;483.0;646.0;169.0;313.0;452.0;;148.0;1.25
3.0;1.0;1.75;0.25;4666.0;1597.0;2382.0;692.0;2271.0;819.0;1153.0;304.0;253.0;462.0;654.0;131.0;315.0;435.0;;154.0;2.25
3.0;1.25;1.0;0.75;4219.0;1377.0;2329.0;540.0;2179.0;706.0;1249.0;237.0;240.0;403.0;768.0;129.0;268.0;421.0;;87.0;1.25
3.25;1.25;2.0;0.0;4776.0;1800.0;2283.0;707.0;2432.0;968.0;1143.0;331.0;233.0;581.0;648.0;160.0;334.0;421.0;;139.0;3.0
3.75;1.0;0.75;2.0;7681.0;3170.0;3658.0;877.0;3786.0;1465.0;1900.0;436.0;386.0;823.0;1114.0;216.0;542.0;710.0;;193.0;1.25
4.25;3.0;0.75;0.5;3850.0;1157.0;2056.0;652.0;2164.0;674.0;1147.0;353.0;220.0;410.0;745.0;194.0;240.0;351.0;;142.0;1.0
2.75;2.0;0.25;0.5;3026.0;928.0;1605.0;508.0;1774.0;504.0;997.0;280.0;211.0;305.0;662.0;161.0;173.0;318.0;;103.0;3.75
4.5;2.75;0.75;1.0;6322.0;1983.0;3408.0;969.0;3596.0;1083.0;2067.0;472.0;439.0;658.0;1440.0;274.0;375.0;576.0;;169.0;0.75
3.5;2.5;0.0;1.0;3018.0;755.0;1930.0;348.0;1640.0;406.0;1055.0;187.0;166.0;214.0;671.0;111.0;180.0;337.0;;74.0;2.75
3.75;2.0;1.0;0.75;4750.0;1720.0;2219.0;868.0;2448.0;826.0;1239.0;399.0;315.0;440.0;759.0;179.0;343.0;450.0;;195.0;0.25
4.25;4.0;0.25;0.0;3795.0;1112.0;2213.0;486.0;2276.0;648.0;1383.0;253.0;239.0;376.0;937.0;130.0;259.0;423.0;;115.0;1.0
2.25;0.75;1.5;0.0;2645.0;901.0;1291.0;461.0;1562.0;532.0;770.0;267.0;247.0;319.0;512.0;143.0;200.0;241.0;;119.0;0.5
1.5;0.25;1.25;0.0;2265.0;832.0;990.0;448.0;1311.0;490.0;552.0;273.0;136.0;307.0;312.0;171.0;170.0;230.0;;98.0;2.25
3.0;1.75;0.75;0.5;3607.0;1259.0;1903.0;464.0;2012.0;634.0;1139.0;248.0;218.0;338.0;763.0;131.0;269.0;353.0;;109.0;0.0
3.75;0.5;1.25;2.0;7412.0;2779.0;3586.0;1127.0;4231.0;1551.0;2115.0;595.0;555.0;931.0;1356.0;317.0;577.0;718.0;;263.0;1.5
3.75;2.0;0.75;1.0;4999.0;1710.0;2399.0;924.0;2788.0;935.0;1402.0;467.0;393.0;515.0;902.0;254.0;405.0;473.0;;199.0;2.75
3.25;1.75;0.25;1.25;5142.0;1779.0;2397.0;995.0;2828.0;957.0;1390.0;496.0;340.0;569.0;874.0;255.0;358.0;485.0;;218.0;2.0
4.5;3.25;0.25;1.0;5786.0;1793.0;3082.0;955.0;3351.0;1002.0;1834.0;531.0;453.0;603.0;1198.0;323.0;364.0;590.0;;192.0;0.75
4.75;2.0;2.0;0.75;4650.0;1218.0;2541.0;905.0;2470.0;674.0;1373.0;433.0;334.0;420.0;856.0;235.0;230.0;474.0;;179.0;0.75
4.0;2.25;0.75;1.0;4715.0;1572.0;2287.0;872.0;2475.0;812.0;1226.0;445.0;307.0;475.0;725.0;249.0;301.0;458.0;;181.0;0.5
2.75;2.0;0.5;0.25;3396.0;924.0;2014.0;463.0;1666.0;463.0;994.0;210.0;215.0;265.0;562.0;90.0;174.0;386.0;;109.0;1.0
1.5;0.75;0.5;0.25;3246.0;1069.0;1520.0;680.0;1588.0;522.0;786.0;291.0;196.0;307.0;468.0;143.0;180.0;277.0;;121.0;0.0
3.0;1.75;0.25;1.0;3264.0;966.0;1737.0;590.0;1672.0;476.0;953.0;253.0;209.0;267.0;610.0;116.0;183.0;299.0;;116.0;0.75
5.75;4.5;0.25;1.0;6049.0;1993.0;3438.0;648.0;3128.0;952.0;1842.0;346.0;381.0;501.0;1165.0;215.0;394.0;612.0;;114.0;0.0
2.75;1.25;1.0;0.5;3886.0;1254.0;2011.0;636.0;1915.0;646.0;949.0;328.0;205.0;382.0;455.0;185.0;225.0;442.0;;123.0;0.25
2.0;1.0;0.25;0.75;2885.0;894.0;1497.0;506.0;1457.0;444.0;787.0;234.0;145.0;273.0;483.0;121.0;137.0;265.0;;97.0;0.75
1.5;0.5;0.75;0.25;2365.0;865.0;1085.0;435.0;1228.0;439.0;588.0;210.0;153.0;256.0;349.0;111.0;155.0;215.0;;84.0;0.25
1.0;0.25;0.75;0.0;1675.0;576.0;778.0;323.0;790.0;285.0;366.0;140.0;102.0;168.0;204.0;74.0;92.0;134.0;;54.0;0.25
2.5;2.5;0.0;0.0;3108.0;1183.0;1495.0;453.0;1704.0;619.0;837.0;255.0;213.0;360.0;536.0;150.0;225.0;267.0;;98.0;1.5
1.75;1.0;0.25;0.5;2969.0;1031.0;1435.0;523.0;1472.0;555.0;694.0;231.0;213.0;348.0;374.0;117.0;181.0;278.0;;88.0;1.25
